Playoff,G,MP,FG,FGA,FGA_G,Fgper,Three_P,Three_P_G,Three_PA,Three_PA_G,Three_Pper,Two_P,Two_P_G,Two_PA,Two_PA_G,Two_Pper,FT,FT_G,FTA,FTA_G,Ftper,ORB,ORB_G,DRB,DRB_G,TRB,TRB_G,AST,STL,STL_G,BLK,BLK_G,TOV,TOV_G,PF,PTS,PTS_G,Age,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,Tsper,eFGper,TOVper,ORBper,FT_FGA,eFGperOp,TOVperOp,DRBperDef,FT_FGA_Op
1,82,19730,3339,6788,82.7804878,0.492,730,8.902439024,1770,21.58536585,0.412,2609,31.81707317,5018,61.19512195,0.52,1631,19.8902439,2117,25.81707317,0.77,910,11.09756098,2616,31.90243902,3526,43,1912,479,5.841463415,418,5.097560976,1210,14.75609756,1713,9039,110.2,28.5,54,28,4.9,-0.23,4.67,115.3,110.2,95.3,0.312,0.261,0.585,0.546,13.6,27.6,0.24,0.491,11.6,70.8,0.224
1,82,19855,2974,6453,78.69512195,0.461,491,5.987804878,1388,16.92682927,0.354,2483,30.2804878,5065,61.76829268,0.49,1606,19.58536585,2033,24.79268293,0.79,913,11.13414634,2383,29.06097561,3296,40.19512195,1674,523,6.37804878,350,4.268292683,1012,12.34146341,1715,8045,98.1,26.6,51,31,3.3,-0.13,3.18,110.8,107.1,87.7,0.315,0.215,0.547,0.499,12.1,28.2,0.249,0.502,13.3,74.8,0.219
0,82,19880,3144,6895,84.08536585,0.456,482,5.87804878,1383,16.86585366,0.349,2662,32.46341463,5512,67.2195122,0.483,1430,17.43902439,1969,24.01219512,0.726,977,11.91463415,2518,30.70731707,3495,42.62195122,1679,564,6.87804878,366,4.463414634,1226,14.95121951,1827,8200,100,24.1,29,53,-4.37,0.3,-4.06,105.3,109.9,94,0.286,0.201,0.528,0.491,13.6,27.8,0.207,0.505,12.6,73.5,0.244
1,82,19780,3150,6659,81.20731707,0.473,554,6.756097561,1547,18.86585366,0.358,2596,31.65853659,5112,62.34146341,0.508,1458,17.7804878,1969,24.01219512,0.74,887,10.81707317,2621,31.96341463,3508,42.7804878,1829,516,6.292682927,381,4.646341463,1116,13.6097561,1669,8312,101.4,28.7,55,27,5.09,-0.02,5.07,110,104.5,91.7,0.296,0.232,0.552,0.515,12.9,26.8,0.219,0.483,12.1,76.3,0.214
0,82,19780,3199,6631,80.86585366,0.482,518,6.317073171,1397,17.03658537,0.371,2681,32.69512195,5234,63.82926829,0.512,1618,19.73170732,2118,25.82926829,0.764,806,9.829268293,2507,30.57317073,3313,40.40243902,1804,469,5.719512195,384,4.682926829,1100,13.41463415,1819,8534,104.1,25.2,36,46,-1.78,-0.05,-1.83,111.3,113.2,93.1,0.319,0.211,0.564,0.521,12.7,24.7,0.244,0.513,11.8,72.9,0.247
1,82,19755,3227,6575,80.18292683,0.491,439,5.353658537,1207,14.7195122,0.364,2788,34,5368,65.46341463,0.519,1654,20.17073171,2233,27.23170732,0.741,872,10.63414634,2588,31.56097561,3460,42.19512195,2187,675,8.231707317,400,4.87804878,1246,15.19512195,1859,8547,104.2,25.6,55,27,5.34,-0.01,5.33,110.7,105,93.8,0.34,0.184,0.565,0.524,14.2,26.8,0.252,0.492,14.2,75.6,0.269
0,82,19830,3008,6700,81.70731707,0.449,432,5.268292683,1225,14.93902439,0.353,2576,31.41463415,5475,66.76829268,0.471,1444,17.6097561,1895,23.1097561,0.762,966,11.7804878,2458,29.97560976,3424,41.75609756,1557,493,6.012195122,421,5.134146341,1219,14.86585366,1752,7892,96.2,27.6,28,54,-4.78,0.06,-4.72,104.2,109.4,91.6,0.283,0.183,0.524,0.481,13.9,27.6,0.216,0.502,12.8,72.4,0.239
1,82,19705,2956,6451,78.67073171,0.458,597,7.280487805,1633,19.91463415,0.366,2359,28.76829268,4818,58.75609756,0.49,1537,18.74390244,2085,25.42682927,0.737,870,10.6097561,2412,29.41463415,3282,40.02439024,1657,603,7.353658537,376,4.585365854,1048,12.7804878,1610,8046,98.1,25.8,46,36,1.57,0.13,1.7,109.3,107.6,89.6,0.323,0.253,0.546,0.504,12.5,26,0.238,0.494,13.2,71.6,0.21
1,82,19880,3075,6333,77.23170732,0.486,538,6.56097561,1355,16.52439024,0.397,2537,30.93902439,4978,60.70731707,0.51,1587,19.35365854,2075,25.30487805,0.765,869,10.59756098,2586,31.53658537,3455,42.13414634,1862,621,7.573170732,387,4.719512195,1280,15.6097561,1897,8275,100.9,27.8,61,21,7.51,-0.07,7.44,110.5,102.3,90.4,0.328,0.214,0.571,0.528,15,27.9,0.251,0.47,14,75.6,0.253
0,82,19930,2866,6299,76.81707317,0.455,490,5.975609756,1339,16.32926829,0.366,2376,28.97560976,4960,60.48780488,0.479,1455,17.74390244,1965,23.96341463,0.74,886,10.80487805,2366,28.85365854,3252,39.65853659,1741,580,7.073170732,397,4.841463415,1279,15.59756098,1754,7677,93.6,25.8,37,45,-1.27,0.07,-1.2,104.7,106.1,88.3,0.312,0.213,0.536,0.494,15.1,27.7,0.231,0.498,14.4,73,0.229
1,82,19930,3126,6846,83.48780488,0.457,493,6.012195122,1293,15.76829268,0.381,2633,32.1097561,5553,67.7195122,0.474,1633,19.91463415,2052,25.02439024,0.796,970,11.82926829,2481,30.25609756,3451,42.08536585,1732,615,7.5,453,5.524390244,1192,14.53658537,1709,8378,102.2,24.9,40,42,-0.28,0.12,-0.16,108.4,108.7,93.1,0.3,0.189,0.541,0.493,13.3,28,0.239,0.493,13.1,70.9,0.238
1,82,19780,3022,6454,78.70731707,0.468,656,8,1670,20.36585366,0.393,2366,28.85365854,4784,58.34146341,0.495,1523,18.57317073,2012,24.53658537,0.757,886,10.80487805,2574,31.3902439,3460,42.19512195,1663,593,7.231707317,435,5.304878049,1045,12.74390244,1663,8223,100.3,26.6,65,17,8.93,-0.25,8.68,112.4,102.4,88.7,0.312,0.259,0.56,0.519,12.5,27.7,0.236,0.468,13.5,74.6,0.226
1,82,19805,3128,6770,82.56097561,0.462,571,6.963414634,1632,19.90243902,0.35,2557,31.18292683,5138,62.65853659,0.498,1516,18.48780488,1852,22.58536585,0.819,909,11.08536585,2595,31.64634146,3504,42.73170732,1779,591,7.207317073,429,5.231707317,1043,12.7195122,1600,8343,101.7,29,47,35,1.98,-0.3,1.68,110.5,108.4,91.5,0.274,0.241,0.55,0.504,12.1,26.6,0.224,0.493,12.3,74.6,0.225
1,82,19730,3058,6510,79.3902439,0.47,548,6.682926829,1477,18.01219512,0.371,2510,30.6097561,5033,61.37804878,0.499,1891,23.06097561,2487,30.32926829,0.76,905,11.03658537,2507,30.57317073,3412,41.6097561,1820,710,8.658536585,492,6,1257,15.32926829,1874,8555,104.3,27.7,50,32,3.41,-0.29,3.13,110.4,106.8,94.3,0.382,0.227,0.563,0.512,14.2,27.5,0.29,0.485,14.1,71.7,0.259
1,82,19905,2981,6559,79.98780488,0.454,377,4.597560976,1079,13.15853659,0.349,2604,31.75609756,5480,66.82926829,0.475,1388,16.92682927,1849,22.54878049,0.751,949,11.57317073,2448,29.85365854,3397,41.42682927,1689,493,6.012195122,377,4.597560976,973,11.86585366,1712,7727,94.2,28.2,40,42,-0.49,0.13,-0.36,107.4,108,86.7,0.282,0.165,0.524,0.483,11.7,27.9,0.212,0.485,11.7,74,0.248
0,82,19880,3231,7055,86.03658537,0.458,550,6.707317073,1475,17.98780488,0.373,2681,32.69512195,5580,68.04878049,0.48,1893,23.08536585,2392,29.17073171,0.791,953,11.62195122,2492,30.3902439,3445,42.01219512,1711,638,7.780487805,527,6.426829268,1201,14.64634146,1842,8905,108.6,25,31,51,-3.74,-0.06,-3.8,109.5,113.3,98.2,0.339,0.209,0.549,0.497,12.9,26.1,0.268,0.508,12.9,68.1,0.251
1,82,19805,2959,6526,79.58536585,0.453,621,7.573170732,1656,20.19512195,0.375,2338,28.51219512,4870,59.3902439,0.48,1531,18.67073171,1903,23.20731707,0.805,862,10.51219512,2662,32.46341463,3524,42.97560976,1662,548,6.682926829,355,4.329268293,1158,14.12195122,1553,8070,98.4,27.9,53,29,4,-0.27,3.73,108.4,104,90.2,0.292,0.254,0.548,0.501,13.6,26.4,0.235,0.479,11.9,75.3,0.192
0,82,19830,3220,7080,86.34146341,0.455,652,7.951219512,1725,21.03658537,0.378,2568,31.31707317,5355,65.30487805,0.48,1525,18.59756098,1890,23.04878049,0.807,924,11.26829268,2661,32.45121951,3585,43.7195122,1775,573,6.987804878,434,5.292682927,1189,14.5,1895,8617,105.1,26.5,38,44,-1.11,0.35,-0.76,108.1,109.2,96.5,0.267,0.244,0.545,0.501,13.1,25.4,0.215,0.499,12.7,74.5,0.271
0,82,19880,2955,6696,81.65853659,0.441,535,6.524390244,1513,18.45121951,0.354,2420,29.51219512,5183,63.20731707,0.467,1354,16.51219512,1839,22.42682927,0.736,890,10.85365854,2377,28.98780488,3267,39.84146341,1723,572,6.975609756,482,5.87804878,1221,14.8902439,1650,7799,95.1,26.6,18,64,-8.77,0.3,-8.47,102.3,111.7,92.1,0.275,0.226,0.52,0.481,14,25.1,0.202,0.512,12.4,71.2,0.227
1,82,19780,3307,6981,85.13414634,0.474,547,6.670731707,1516,18.48780488,0.361,2760,33.65853659,5465,66.64634146,0.505,1607,19.59756098,2087,25.45121951,0.77,1015,12.37804878,2587,31.54878049,3602,43.92682927,1908,718,8.756097561,420,5.12195122,1103,13.45121951,1698,8768,106.9,27.4,61,21,7.66,-0.55,7.11,112.8,104.7,94.3,0.299,0.217,0.555,0.513,12.3,29.4,0.23,0.49,14.2,73,0.213
0,82,19805,2865,6311,76.96341463,0.454,398,4.853658537,1106,13.48780488,0.36,2467,30.08536585,5205,63.47560976,0.474,1570,19.14634146,2077,25.32926829,0.756,847,10.32926829,2337,28.5,3184,38.82926829,1423,615,7.5,385,4.695121951,1252,15.26829268,1777,7698,93.9,23.3,26,56,-5.46,0.24,-5.23,103.5,109.5,90.1,0.329,0.175,0.533,0.486,14.8,25.8,0.249,0.515,14.1,73.5,0.247
1,82,19955,3034,6646,81.04878049,0.457,582,7.097560976,1631,19.8902439,0.357,2452,29.90243902,5015,61.15853659,0.489,1411,17.20731707,1871,22.81707317,0.754,828,10.09756098,2411,29.40243902,3239,39.5,1671,651,7.93902439,451,5.5,1026,12.51219512,1696,8061,98.3,25.6,42,40,0.26,0.23,0.49,107.8,107.6,89.9,0.282,0.245,0.54,0.5,12.1,24.6,0.212,0.501,14.5,72.9,0.251
0,82,19780,3009,6755,82.37804878,0.445,511,6.231707317,1408,17.17073171,0.363,2498,30.46341463,5347,65.20731707,0.467,1613,19.67073171,2067,25.20731707,0.78,973,11.86585366,2367,28.86585366,3340,40.73170732,1802,609,7.426829268,308,3.756097561,1154,14.07317073,1986,8142,99.3,26.3,38,44,-1.09,0.21,-0.88,106.7,107.9,92.6,0.306,0.208,0.531,0.483,13.1,27.8,0.239,0.503,15.6,74,0.315
0,82,19805,2986,6766,82.51219512,0.441,543,6.62195122,1539,18.76829268,0.353,2443,29.79268293,5227,63.74390244,0.467,1504,18.34146341,1957,23.86585366,0.769,975,11.8902439,2442,29.7804878,3417,41.67073171,1674,512,6.243902439,322,3.926829268,1165,14.20731707,1785,8019,97.8,25.4,27,55,-4.91,0.18,-4.74,106.1,111.4,91.6,0.289,0.227,0.526,0.481,13.3,27.7,0.222,0.515,12,75,0.254
0,82,19830,2925,6536,79.70731707,0.448,652,7.951219512,1735,21.15853659,0.376,2273,27.7195122,4801,58.54878049,0.473,1542,18.80487805,1980,24.14634146,0.779,850,10.36585366,2415,29.45121951,3265,39.81707317,1636,559,6.817073171,391,4.768292683,1075,13.1097561,1838,8044,98.1,25.7,34,48,-2.44,0.13,-2.31,108.3,111,89.9,0.303,0.265,0.543,0.497,12.7,25.2,0.236,0.509,13,73.5,0.272
1,82,19755,2911,6366,77.63414634,0.457,556,6.780487805,1526,18.6097561,0.364,2355,28.7195122,4840,59.02439024,0.487,1479,18.03658537,1833,22.35365854,0.807,802,9.780487805,2453,29.91463415,3255,39.69512195,1609,593,7.231707317,338,4.12195122,1029,12.54878049,1665,7857,95.8,28.2,46,36,1.55,-0.14,1.41,108.7,107,87.8,0.288,0.24,0.548,0.501,12.5,24.6,0.232,0.496,13.2,74.9,0.23
0,82,19805,3157,7091,86.47560976,0.445,823,10.03658537,2284,27.85365854,0.36,2334,28.46341463,4807,58.62195122,0.486,1490,18.17073171,1900,23.17073171,0.784,911,11.1097561,2545,31.03658537,3456,42.14634146,1738,610,7.43902439,204,2.487804878,1174,14.31707317,1672,8627,105.2,25.7,34,48,-2.61,0.28,-2.33,108.1,110.8,96.7,0.268,0.322,0.544,0.503,12.9,24.4,0.21,0.52,13,72.7,0.215
0,82,19805,2999,6716,81.90243902,0.447,328,4,949,11.57317073,0.346,2671,32.57317073,5767,70.32926829,0.463,1626,19.82926829,2069,25.23170732,0.786,999,12.18292683,2497,30.45121951,3496,42.63414634,1663,608,7.414634146,371,4.524390244,1330,16.2195122,1655,7952,97,24.5,24,58,-6.1,0.06,-6.04,102.9,109.4,93.6,0.308,0.141,0.521,0.471,14.8,28.6,0.242,0.514,13,73.9,0.216
1,82,19730,2929,6416,78.24390244,0.457,817,9.963414634,2147,26.18292683,0.381,2112,25.75609756,4269,52.06097561,0.495,1611,19.64634146,2253,27.47560976,0.715,819,9.987804878,2728,33.26829268,3547,43.25609756,1593,570,6.951219512,439,5.353658537,1142,13.92682927,1664,8286,101,27.3,59,23,6.7,-0.21,6.48,109.2,101.9,92.3,0.351,0.335,0.559,0.52,13.4,24,0.251,0.465,12.3,75.9,0.209
1,82,19755,2997,6532,79.65853659,0.459,341,4.158536585,1072,13.07317073,0.318,2656,32.3902439,5460,66.58536585,0.486,1652,20.14634146,2216,27.02439024,0.745,1039,12.67073171,2336,28.48780488,3375,41.15853659,1647,658,8.024390244,415,5.06097561,1157,14.1097561,1650,7987,97.4,26.1,41,41,0.07,0.09,0.16,107.9,107.8,90,0.339,0.164,0.532,0.485,13.4,31.3,0.253,0.507,14.9,71.4,0.216
0,82,19755,3373,6695,81.64634146,0.504,553,6.743902439,1445,17.62195122,0.383,2820,34.3902439,5250,64.02439024,0.537,1675,20.42682927,2251,27.45121951,0.744,900,10.97560976,2520,30.73170732,3420,41.70731707,1905,589,7.182926829,420,5.12195122,1288,15.70731707,1691,8974,109.4,29.5,46,36,1.93,-0.31,1.62,113.6,111.6,96,0.336,0.216,0.584,0.545,14.4,27.7,0.25,0.511,12.8,71.7,0.233
1,82,19830,3018,6494,79.19512195,0.465,596,7.268292683,1555,18.96341463,0.383,2422,29.53658537,4939,60.23170732,0.49,1521,18.54878049,1988,24.24390244,0.765,1060,12.92682927,2360,28.7804878,3420,41.70731707,1667,550,6.707317073,402,4.902439024,1055,12.86585366,1671,8153,99.4,24,56,26,5.34,-0.35,5,113.9,107.8,86.6,0.306,0.239,0.553,0.511,12.5,32.6,0.234,0.499,13.2,75,0.227
0,82,19905,2990,6685,81.52439024,0.447,586,7.146341463,1594,19.43902439,0.368,2404,29.31707317,5091,62.08536585,0.472,1682,20.51219512,2107,25.69512195,0.798,840,10.24390244,2366,28.85365854,3206,39.09756098,1619,569,6.93902439,349,4.256097561,1266,15.43902439,1910,8248,100.6,26.3,19,63,-8.76,0.16,-8.6,105.5,114.7,94.2,0.315,0.238,0.542,0.491,14.3,24.5,0.252,0.526,13,69.9,0.269
1,82,19905,3042,6534,79.68292683,0.466,625,7.62195122,1620,19.75609756,0.386,2417,29.47560976,4914,59.92682927,0.492,1249,15.23170732,1641,20.01219512,0.761,728,8.87804878,2638,32.17073171,3366,41.04878049,1736,474,5.780487805,329,4.012195122,963,11.74390244,1546,7958,97,30.4,52,30,3.76,-0.4,3.36,108.5,104.3,88.4,0.251,0.248,0.548,0.513,11.7,22.1,0.191,0.487,11.7,78,0.191
0,82,19805,3054,6673,81.37804878,0.458,479,5.841463415,1289,15.7195122,0.372,2575,31.40243902,5384,65.65853659,0.478,1534,18.70731707,1861,22.69512195,0.824,802,9.780487805,2513,30.64634146,3315,40.42682927,1835,523,6.37804878,390,4.756097561,1098,13.3902439,1593,8121,99,27,33,49,-2.82,0.28,-2.54,107,110,92,0.279,0.193,0.542,0.494,12.8,24,0.23,0.511,12.6,73.7,0.202
1,82,19880,3143,6623,80.76829268,0.475,392,4.780487805,1122,13.68292683,0.349,2751,33.54878049,5501,67.08536585,0.5,1814,22.12195122,2352,28.68292683,0.771,940,11.46341463,2423,29.54878049,3363,41.01219512,2024,719,8.768292683,374,4.56097561,1210,14.75609756,1830,8492,103.6,25.5,48,34,2.65,-0.34,2.31,110.1,107.3,93.1,0.355,0.169,0.554,0.504,13.6,28.2,0.274,0.505,15,72.7,0.262
0,82,19705,2994,6655,81.15853659,0.45,395,4.817073171,1198,14.6097561,0.33,2599,31.69512195,5457,66.54878049,0.476,1494,18.2195122,1948,23.75609756,0.767,956,11.65853659,2330,28.41463415,3286,40.07317073,1641,619,7.548780488,365,4.451219512,1146,13.97560976,1679,7877,96.1,26.9,21,61,-7.46,0.48,-6.98,105.4,113.6,91,0.293,0.18,0.524,0.48,13.2,27.7,0.224,0.533,13.3,71.4,0.227
1,82,19855,2975,6552,79.90243902,0.454,384,4.682926829,1078,13.14634146,0.356,2591,31.59756098,5474,66.75609756,0.473,1720,20.97560976,2227,27.15853659,0.772,1008,12.29268293,2454,29.92682927,3462,42.2195122,1804,600,7.317073171,448,5.463414634,1223,14.91463415,1673,8054,98.2,24.2,36,46,-1.82,-0.41,-2.23,106.9,108.9,91.1,0.34,0.165,0.535,0.483,14,29.7,0.263,0.501,12.9,71.7,0.217
1,82,19755,2986,6286,76.65853659,0.475,596,7.268292683,1564,19.07317073,0.381,2390,29.14634146,4722,57.58536585,0.506,1677,20.45121951,2176,26.53658537,0.771,830,10.12195122,2615,31.8902439,3445,42.01219512,1833,696,8.487804878,379,4.62195122,1246,15.19512195,1864,8245,100.5,27.9,67,15,10.26,-0.95,9.3,110.2,98.9,90.9,0.346,0.249,0.569,0.522,14.7,26.6,0.267,0.457,15.2,74.4,0.253
0,82,19880,2960,6554,79.92682927,0.452,529,6.451219512,1443,17.59756098,0.367,2431,29.64634146,5111,62.32926829,0.476,1510,18.41463415,2115,25.79268293,0.714,892,10.87804878,2440,29.75609756,3332,40.63414634,1748,614,7.487804878,402,4.902439024,1204,14.68292683,1777,7959,97.1,26.3,29,53,-4.38,-0.11,-4.49,104.6,109.4,91.8,0.323,0.22,0.532,0.492,13.9,25.6,0.23,0.505,13.4,71,0.235
0,82,19805,2987,6861,83.67073171,0.435,474,5.780487805,1305,15.91463415,0.363,2513,30.64634146,5556,67.75609756,0.452,1533,18.69512195,2029,24.74390244,0.756,1050,12.80487805,2478,30.2195122,3528,43.02439024,1811,635,7.743902439,429,5.231707317,1197,14.59756098,1784,7981,97.3,25.7,32,50,-3.09,-0.11,-3.19,103.9,107.2,93,0.296,0.19,0.515,0.47,13.4,28.9,0.223,0.496,14.2,73.1,0.258
1,82,19855,2937,6697,81.67073171,0.439,552,6.731707317,1544,18.82926829,0.358,2385,29.08536585,5153,62.84146341,0.463,1477,18.01219512,2061,25.13414634,0.717,1092,13.31707317,2563,31.25609756,3655,44.57317073,1640,579,7.06097561,427,5.207317073,1145,13.96341463,1712,7903,96.4,27.1,40,42,-0.35,-0.17,-0.53,106,106.4,90.2,0.308,0.231,0.52,0.48,13.1,30.4,0.221,0.494,12.9,75.9,0.24
1,82,19730,3025,6515,79.45121951,0.464,494,6.024390244,1403,17.1097561,0.352,2531,30.86585366,5112,62.34146341,0.495,1690,20.6097561,2075,25.30487805,0.814,883,10.76829268,2643,32.23170732,3526,43,1720,490,5.975609756,402,4.902439024,1037,12.64634146,1786,8234,100.4,28.9,54,28,4.54,0.16,4.7,111.1,106.1,90.2,0.318,0.215,0.554,0.502,12.3,26.7,0.259,0.474,11.7,75,0.252
1,82,19855,3307,7038,85.82926829,0.47,569,6.93902439,1605,19.57317073,0.355,2738,33.3902439,5433,66.25609756,0.504,1891,23.06097561,2519,30.7195122,0.751,918,11.19512195,2698,32.90243902,3616,44.09756098,2024,752,9.170731707,551,6.719512195,1203,14.67073171,1731,9074,110.7,28.5,51,31,3.71,0.03,3.74,110,106.3,99.7,0.358,0.228,0.557,0.51,12.9,25.5,0.269,0.499,14.1,72.1,0.203
1,82,19730,2999,6551,79.8902439,0.458,487,5.93902439,1330,16.2195122,0.366,2512,30.63414634,5221,63.67073171,0.481,1507,18.37804878,1965,23.96341463,0.767,974,11.87804878,2423,29.54878049,3397,41.42682927,1831,583,7.109756098,472,5.756097561,956,11.65853659,1688,7992,97.5,28.3,62,20,7.39,-0.72,6.67,111.4,102.9,87.3,0.3,0.203,0.539,0.495,11.4,29.4,0.23,0.47,13.4,73.7,0.244
0,82,19780,3403,7406,90.31707317,0.459,761,9.280487805,2185,26.64634146,0.348,2642,32.2195122,5221,63.67073171,0.506,1538,18.75609756,2044,24.92682927,0.752,1045,12.74390244,2496,30.43902439,3541,43.18292683,1833,744,9.073170732,377,4.597560976,1082,13.19512195,1875,9105,111,25.5,47,35,2.21,0.17,2.38,111.8,109.5,98.8,0.276,0.295,0.548,0.511,11.5,27.2,0.208,0.509,14.7,70.3,0.258
1,82,19730,3003,6698,81.68292683,0.448,583,7.109756098,1707,20.81707317,0.342,2420,29.51219512,4991,60.86585366,0.485,1342,16.36585366,1848,22.53658537,0.726,1002,12.2195122,2659,32.42682927,3661,44.64634146,1757,598,7.292682927,420,5.12195122,1125,13.7195122,1609,7931,96.7,28.3,55,27,4.68,0.15,4.83,106.8,101.6,90.4,0.276,0.255,0.528,0.492,13,29.1,0.2,0.465,12.8,74.8,0.214
0,82,19755,3102,6993,85.2804878,0.444,755,9.207317073,2021,24.64634146,0.374,2347,28.62195122,4972,60.63414634,0.472,1568,19.12195122,2042,24.90243902,0.768,904,11.02439024,2633,32.1097561,3537,43.13414634,1864,623,7.597560976,412,5.024390244,1236,15.07317073,1921,8527,104,26.7,37,45,-1.4,-0.46,-1.87,106,107.5,97.7,0.292,0.289,0.54,0.498,13.5,24.4,0.224,0.498,14.1,73.9,0.271
0,82,19805,2820,6445,78.59756098,0.438,350,4.268292683,1079,13.15853659,0.324,2470,30.12195122,5366,65.43902439,0.46,1702,20.75609756,2178,26.56097561,0.781,800,9.756097561,2491,30.37804878,3291,40.13414634,1732,557,6.792682927,398,4.853658537,1180,14.3902439,1745,7692,93.8,28.5,21,61,-7.27,0.71,-6.56,101.2,109.1,92.1,0.338,0.167,0.519,0.465,13.7,23.1,0.264,0.503,12.8,73.1,0.236
1,82,19780,3248,6818,83.14634146,0.476,662,8.073170732,1751,21.35365854,0.378,2586,31.53658537,5067,61.79268293,0.51,1746,21.29268293,2270,27.68292683,0.769,898,10.95121951,2722,33.19512195,3620,44.14634146,2003,654,7.975609756,438,5.341463415,1156,14.09756098,1691,8904,108.6,26.7,59,23,7.26,0.09,7.34,113,105.5,95.6,0.333,0.257,0.57,0.525,12.9,26.3,0.256,0.485,12.9,73.4,0.214
0,82,19805,3060,6737,82.15853659,0.454,620,7.56097561,1779,21.69512195,0.349,2440,29.75609756,4958,60.46341463,0.492,1517,18.5,2097,25.57317073,0.723,848,10.34146341,2567,31.30487805,3415,41.64634146,1574,503,6.134146341,386,4.707317073,1251,15.25609756,1592,8257,100.7,24.5,25,57,-6.21,0.45,-5.76,105,111.4,95.3,0.311,0.264,0.539,0.5,14,23.8,0.225,0.521,12.2,73.4,0.196
0,82,19830,2808,6336,77.26829268,0.443,491,5.987804878,1373,16.74390244,0.358,2317,28.25609756,4963,60.52439024,0.467,1384,16.87804878,1903,23.20731707,0.727,743,9.06097561,2342,28.56097561,3085,37.62195122,1644,589,7.182926829,355,4.329268293,1202,14.65853659,1670,7491,91.4,27.4,18,64,-8.65,0.11,-8.53,100.5,110,90.2,0.3,0.217,0.522,0.482,14.4,22.1,0.218,0.51,13.6,71.9,0.245
0,82,19855,3026,6745,82.25609756,0.449,452,5.512195122,1313,16.01219512,0.344,2574,31.3902439,5432,66.24390244,0.474,1452,17.70731707,1980,24.14634146,0.733,1055,12.86585366,2363,28.81707317,3418,41.68292683,1760,544,6.634146341,361,4.402439024,1210,14.75609756,1748,7956,97,25.8,23,59,-6.89,-0.03,-6.92,105.3,112.8,91.3,0.294,0.195,0.522,0.482,13.7,30,0.215,0.524,13,73,0.25
0,82,19730,3076,6817,83.13414634,0.451,441,5.37804878,1259,15.35365854,0.35,2635,32.13414634,5558,67.7804878,0.474,1246,15.19512195,1693,20.64634146,0.736,964,11.75609756,2428,29.6097561,3392,41.36585366,1630,616,7.512195122,306,3.731707317,1188,14.48780488,1885,7839,95.6,24.6,23,59,-6.78,0.52,-6.26,103.8,111.2,91.9,0.248,0.185,0.518,0.484,13.6,27.5,0.183,0.513,12.9,73.6,0.269
0,82,19830,2856,6450,78.65853659,0.443,498,6.073170732,1430,17.43902439,0.348,2358,28.75609756,5020,61.2195122,0.47,1647,20.08536585,2237,27.2804878,0.736,913,11.13414634,2520,30.73170732,3433,41.86585366,1925,521,6.353658537,390,4.756097561,1229,14.98780488,1855,7857,95.8,27.4,27,55,-5.06,-0.09,-5.15,104,109.4,91.5,0.347,0.222,0.528,0.481,14.2,26.6,0.255,0.497,12.7,73.8,0.271
1,82,19805,3164,6796,82.87804878,0.466,630,7.682926829,1621,19.76829268,0.389,2534,30.90243902,5175,63.1097561,0.49,1312,16,1707,20.81707317,0.769,937,11.42682927,2494,30.41463415,3431,41.84146341,1785,637,7.768292683,321,3.914634146,974,11.87804878,1531,8270,100.9,27.1,56,26,5.28,0.18,5.46,111.5,105.7,89.9,0.251,0.239,0.548,0.512,11.4,27,0.193,0.501,13.5,75.4,0.184
0,82,19880,2967,6757,82.40243902,0.439,490,5.975609756,1454,17.73170732,0.337,2477,30.20731707,5303,64.67073171,0.467,1524,18.58536585,2095,25.54878049,0.727,1029,12.54878049,2457,29.96341463,3486,42.51219512,1530,521,6.353658537,213,2.597560976,1187,14.47560976,1761,7948,96.9,25.7,23,59,-6.61,0.06,-6.55,104.7,111.9,91.6,0.31,0.215,0.518,0.475,13.4,28.6,0.226,0.518,12.1,72.7,0.229
1,82,19780,3058,6446,78.6097561,0.474,801,9.768292683,2074,25.29268293,0.386,2257,27.52439024,4372,53.31707317,0.516,1650,20.12195122,2288,27.90243902,0.721,768,9.365853659,2677,32.64634146,3445,42.01219512,1706,520,6.341463415,333,4.06097561,1173,14.30487805,1688,8567,104.5,26.7,56,26,5.46,-0.68,4.79,111.3,105.5,93.4,0.355,0.322,0.575,0.537,13.6,23.4,0.256,0.484,12.3,74.8,0.217
1,82,19755,3056,6648,81.07317073,0.46,302,3.682926829,952,11.6097561,0.317,2754,33.58536585,5696,69.46341463,0.483,1509,18.40243902,2137,26.06097561,0.706,1067,13.01219512,2370,28.90243902,3437,41.91463415,1673,712,8.682926829,400,4.87804878,1172,14.29268293,1620,7923,96.6,25.3,42,40,0.41,-0.23,0.19,106.4,106,90.4,0.321,0.143,0.522,0.482,13.4,31.8,0.227,0.504,15.1,72,0.205
1,82,19780,3392,6782,82.70731707,0.5,694,8.463414634,1764,21.51219512,0.393,2698,32.90243902,5018,61.19512195,0.538,1548,18.87804878,1977,24.1097561,0.783,720,8.780487805,2683,32.7195122,3403,41.5,2188,532,6.487804878,518,6.317073171,1184,14.43902439,1633,9026,110.1,29.3,54,28,5.05,0.09,5.14,113.3,108.1,96.7,0.292,0.26,0.59,0.551,13.4,22.4,0.228,0.488,11.8,70.9,0.191
